device,end_ts,source_id,start_ts,uid
touch,2017-11-19 14:57:00,5,2017-11-19 14:57:00,4739090219603452
desktop,2017-10-03 10:30:00,1,2017-10-03 10:10:00,18169507838259740
desktop,2018-02-23 23:05:00,4,2018-02-23 23:04:00,11838453281253466
touch,2017-11-15 23:30:00,3,2017-11-15 23:27:00,14392803844452422
desktop,2017-10-13 17:44:00,2,2017-10-13 17:14:00,14068965929626380
desktop,2018-02-01 14:54:00,9,2018-02-01 14:53:00,14300360905394198
touch,2018-01-09 20:50:00,4,2018-01-09 20:49:00,8712996217574515
touch,2017-07-01 10:44:00,5,2017-07-01 10:14:00,5983373350621614
desktop,2018-01-12 11:28:00,3,2018-01-12 11:26:00,8961806456568138
touch,2018-03-21 19:25:00,9,2018-03-21 19:22:00,10945524872043012
desktop,2017-07-21 12:49:00,3,2017-07-21 12:48:00,5498963340258514
desktop,2018-02-25 23:43:00,5,2018-02-25 23:35:00,9344114199116964
desktop,2017-10-17 21:55:00,4,2017-10-17 21:36:00,10260838461492300
touch,2017-11-11 18:28:00,4,2017-11-11 18:22:00,305003253530952
desktop,2018-04-19 17:48:00,1,2018-04-19 17:46:00,3577449367987548
touch,2018-01-29 20:25:00,3,2018-01-29 20:23:00,2091195818082465
desktop,2018-03-23 20:15:00,5,2018-03-23 20:00:00,10037006419345458
desktop,2017-10-18 12:04:00,10,2017-10-18 12:00:00,6966437274056195
desktop,2018-01-25 12:40:00,4,2018-01-25 12:31:00,14063997464143962
desktop,2018-02-03 13:43:00,3,2018-02-03 13:40:00,3776677008857031
desktop,2018-04-22 11:18:00,4,2018-04-22 11:11:00,5120730368185030
touch,2017-09-04 17:15:00,3,2017-09-04 17:15:00,11406453429526854
desktop,2017-12-13 10:56:00,3,2017-12-13 10:50:00,14259519155654778
desktop,2018-01-30 16:30:00,3,2018-01-30 16:04:00,15667207291200564
desktop,2017-10-14 18:15:00,5,2017-10-14 18:05:00,9781067627250908
desktop,2018-04-20 14:38:00,3,2018-04-20 14:37:00,2462496199403354
touch,2017-08-23 16:51:00,4,2017-08-23 16:48:00,10159700009489312
desktop,2017-11-28 18:23:00,1,2017-11-28 18:09:00,16492589737450352
touch,2018-03-20 22:23:00,3,2018-03-20 22:12:00,14846043669385494
desktop,2017-11-07 23:38:00,5,2017-11-07 23:36:00,9382877237651300
desktop,2018-03-28 22:35:00,3,2018-03-28 22:18:00,2489709968553446
touch,2017-06-04 03:14:00,4,2017-06-04 03:11:00,13196018916609156
desktop,2017-11-04 12:58:00,10,2017-11-04 12:30:00,4582305129904763
desktop,2018-04-25 10:58:00,4,2018-04-25 10:35:00,1537625877943018
desktop,2017-10-29 14:58:00,3,2017-10-29 14:51:00,17215196045202836
desktop,2018-04-12 18:16:00,3,2018-04-12 18:14:00,11884437754514718
desktop,2018-02-03 22:56:00,4,2018-02-03 22:56:00,6334769865481376
desktop,2018-01-27 23:17:00,4,2018-01-27 23:14:00,1891695106718180
desktop,2018-05-30 09:41:00,5,2018-05-30 09:40:00,14257835459223818
desktop,2018-01-30 09:28:00,2,2018-01-30 09:20:00,13153933924358374
touch,2017-10-05 16:24:00,4,2017-10-05 16:08:00,6656213105696797
touch,2018-03-25 10:25:00,9,2018-03-25 10:24:00,14642587066952532
desktop,2018-05-16 13:54:00,2,2018-05-16 13:54:00,2818254653673367
desktop,2017-10-29 17:31:00,5,2017-10-29 17:27:00,16052120012787908
desktop,2017-11-16 17:07:00,2,2017-11-16 16:48:00,5090442468323645
desktop,2018-03-01 12:05:00,4,2018-03-01 11:46:00,10873187628565188
touch,2018-05-15 22:38:00,2,2018-05-15 22:38:00,3759848861531884
desktop,2017-10-27 19:37:00,3,2017-10-27 19:23:00,10340979065351366
desktop,2017-09-05 18:14:00,2,2017-09-05 18:14:00,13744984098033800
desktop,2018-05-07 17:21:00,2,2018-05-07 17:19:00,13820632672891334
desktop,2018-04-20 20:16:00,1,2018-04-20 20:02:00,8961044012474409
desktop,2018-05-11 10:15:00,5,2018-05-11 10:07:00,15195071871044828
desktop,2018-03-09 19:26:00,3,2018-03-09 19:23:00,2305132385858132
touch,2017-07-05 08:59:00,4,2017-07-05 08:56:00,13439224746474636
touch,2017-11-13 21:49:00,9,2017-11-13 21:10:00,12415519988482412
touch,2018-02-10 01:22:00,5,2018-02-10 01:21:00,15517301306810438
desktop,2018-03-27 21:22:00,10,2018-03-27 20:53:00,13073625868804382
desktop,2018-04-03 12:14:00,4,2018-04-03 12:06:00,981982954922247
desktop,2018-01-15 10:03:00,3,2018-01-15 09:59:00,7306981182385041
touch,2017-10-16 12:10:00,4,2017-10-16 12:07:00,3301041738498693
desktop,2017-10-15 17:31:00,4,2017-10-15 17:19:00,449911709166249
desktop,2017-09-13 18:16:00,4,2017-09-13 18:14:00,14729002165377712
desktop,2018-02-18 15:15:00,5,2018-02-18 15:04:00,2186517795149829
desktop,2017-12-07 14:45:00,5,2017-12-07 14:43:00,12456956208508206
touch,2018-01-28 16:35:00,4,2018-01-28 16:11:00,16186757151826890
desktop,2018-02-12 17:23:00,3,2018-02-12 17:23:00,14190261731932460
desktop,2017-11-13 09:08:00,2,2017-11-13 08:40:00,3263486045884612
desktop,2017-12-01 13:23:00,3,2017-12-01 13:23:00,854415000651301
desktop,2017-11-15 13:45:00,5,2017-11-15 13:39:00,6580114947628962
desktop,2017-09-24 20:40:00,5,2017-09-24 20:38:00,2207839411357257
desktop,2018-01-20 15:05:00,4,2018-01-20 14:32:00,12898717130063454
desktop,2018-02-19 10:09:00,2,2018-02-19 09:58:00,2412969774603876
desktop,2018-02-08 15:11:00,5,2018-02-08 15:10:00,7516029173073797
desktop,2017-10-13 21:31:00,3,2017-10-13 21:18:00,11428107113775166
touch,2017-11-13 21:50:00,4,2017-11-13 21:45:00,13307249193982124
touch,2017-09-30 21:19:00,3,2017-09-30 20:50:00,10647117007965854
desktop,2017-10-16 17:29:00,2,2017-10-16 17:25:00,560573531400058
desktop,2018-02-13 14:51:00,3,2018-02-13 14:45:00,2378532264200894
desktop,2018-04-24 19:52:00,2,2018-04-24 19:43:00,10894166234389340
desktop,2017-11-23 15:10:00,3,2017-11-23 15:09:00,18442173971620100
touch,2017-09-04 10:42:00,2,2017-09-04 10:34:00,12565350422241054
touch,2018-05-30 19:59:00,5,2018-05-30 19:57:00,1272320665431371
desktop,2017-10-09 16:39:00,1,2017-10-09 16:27:00,11961717985692418
desktop,2018-05-16 21:12:00,5,2018-05-16 20:45:00,10269776792642722
desktop,2018-02-25 07:21:00,5,2018-02-25 07:19:00,6209986052627151
touch,2018-05-16 07:44:00,1,2018-05-16 07:40:00,2781611848740088
touch,2018-03-09 17:40:00,5,2018-03-09 17:36:00,4718957695095705
desktop,2018-04-09 20:42:00,2,2018-04-09 20:34:00,10867105098799514
desktop,2018-04-23 17:43:00,9,2018-04-23 17:40:00,15511855510994776
desktop,2017-06-03 09:02:00,3,2017-06-03 08:40:00,7397096008106281
touch,2018-04-28 09:31:00,4,2018-04-28 09:31:00,12847990926658150
desktop,2018-02-14 14:26:00,10,2018-02-14 14:25:00,592584595292538
desktop,2018-01-01 23:18:00,4,2018-01-01 23:15:00,5457657852960017
desktop,2018-03-22 13:20:00,4,2018-03-22 13:20:00,7209627018958421
desktop,2018-05-14 16:37:00,3,2018-05-14 16:35:00,13842437653453746
desktop,2017-12-04 00:43:00,4,2017-12-04 00:43:00,11343351587536782
desktop,2017-12-27 11:29:00,5,2017-12-27 11:19:00,13888745432979766
desktop,2017-11-10 14:19:00,4,2017-11-10 14:07:00,305003253530952
touch,2017-07-03 20:05:00,5,2017-07-03 20:03:00,10495983520536032
desktop,2018-04-27 20:53:00,3,2018-04-27 20:53:00,13981702250032394
touch,2017-12-06 19:03:00,2,2017-12-06 19:03:00,9412455633036090
desktop,2018-04-05 20:54:00,4,2018-04-05 20:49:00,1099974364848578
desktop,2018-01-18 10:04:00,2,2018-01-18 10:03:00,14147429401839854
desktop,2018-01-28 19:15:00,4,2018-01-28 18:59:00,12520445582383608
desktop,2017-09-19 09:55:00,4,2017-09-19 09:38:00,6084968473778576
desktop,2017-09-17 17:56:00,3,2017-09-17 17:55:00,2471720833584806
desktop,2017-10-04 16:32:00,4,2017-10-04 16:25:00,12798881653061948
touch,2017-06-23 13:58:00,5,2017-06-23 13:58:00,2742768912545772
desktop,2018-03-09 17:40:00,4,2018-03-09 17:33:00,14067275289744660
touch,2017-06-27 19:01:00,3,2017-06-27 18:58:00,15719671984434660
desktop,2018-02-15 18:16:00,3,2018-02-15 18:02:00,11073015540698772
desktop,2017-06-08 13:27:00,10,2017-06-08 13:26:00,13526331080607044
desktop,2017-11-12 21:02:00,5,2017-11-12 20:59:00,12958860822232494
touch,2017-08-11 22:28:00,4,2017-08-11 21:33:00,10682937497778732
desktop,2018-05-07 11:14:00,4,2018-05-07 11:02:00,4904087639160912
touch,2018-01-03 01:23:00,4,2018-01-03 01:17:00,17284573561484736
desktop,2017-07-11 10:05:00,3,2017-07-11 10:04:00,1324142665669095
touch,2018-04-30 16:50:00,1,2018-04-30 16:40:00,313036975920758
touch,2018-05-01 12:27:00,2,2018-05-01 12:26:00,5869512831533768
desktop,2018-05-26 19:40:00,4,2018-05-26 19:22:00,9567728667685752
desktop,2018-01-20 20:48:00,4,2018-01-20 20:48:00,11374171250960838
desktop,2017-12-13 15:12:00,5,2017-12-13 15:08:00,12869801667763686
desktop,2018-01-19 16:28:00,3,2018-01-19 16:25:00,5215271029679799
desktop,2017-10-06 23:40:00,10,2017-10-06 23:34:00,17845416753224322
desktop,2017-10-29 00:58:00,5,2017-10-29 00:44:00,5806039252456843
touch,2017-10-31 14:32:00,4,2017-10-31 14:21:00,16657996356791414
touch,2017-12-07 10:05:00,2,2017-12-07 09:32:00,17797588321254548
desktop,2017-07-31 17:49:00,3,2017-07-31 17:49:00,2972970421020307
desktop,2017-10-24 21:52:00,4,2017-10-24 21:48:00,2014092421186277
desktop,2017-11-20 20:04:00,3,2017-11-20 19:52:00,510159921834090
desktop,2018-05-19 00:44:00,4,2018-05-19 00:41:00,12649302951973374
desktop,2017-09-13 17:14:00,5,2017-09-13 17:01:00,13138698133888176
desktop,2018-01-25 23:08:00,4,2018-01-25 22:41:00,4555668779621367
desktop,2018-01-14 13:46:00,4,2018-01-14 13:46:00,12945463035373508
desktop,2017-11-16 12:04:00,3,2017-11-16 11:59:00,11495209473693230
desktop,2017-08-21 17:27:00,3,2017-08-21 17:21:00,5898185220976806
touch,2017-08-14 14:12:00,2,2017-08-14 14:11:00,6140503418397350
desktop,2018-01-04 16:07:00,4,2018-01-04 16:04:00,3977375825612037
desktop,2017-12-23 13:37:00,5,2017-12-23 13:19:00,13383013914919666
desktop,2017-09-21 17:47:00,3,2017-09-21 17:18:00,13152073953403782
desktop,2018-01-14 17:36:00,1,2018-01-14 16:43:00,17641388617679938
desktop,2017-06-29 12:19:00,2,2017-06-29 10:40:00,13888745432979766
touch,2017-08-21 08:54:00,9,2017-08-21 08:52:00,10096082937111502
desktop,2018-02-02 14:57:00,4,2018-02-02 14:50:00,14095631296085432
desktop,2017-10-01 19:55:00,4,2017-10-01 19:44:00,3859567661643716
touch,2018-05-19 02:50:00,3,2018-05-19 02:21:00,12229120631342744
desktop,2018-05-23 18:11:00,5,2018-05-23 18:10:00,1287168851227649
desktop,2017-12-29 20:47:00,1,2017-12-29 20:38:00,17215044296498230
desktop,2018-05-17 15:26:00,5,2018-05-17 15:07:00,11428771583901336
desktop,2018-03-19 19:01:00,3,2018-03-19 18:59:00,5878707511334996
touch,2018-03-13 23:15:00,1,2018-03-13 23:15:00,8327718869467404
touch,2017-11-21 01:02:00,4,2017-11-21 00:27:00,17116646380138230
desktop,2017-08-03 10:36:00,4,2017-08-03 10:35:00,14898399036073928
desktop,2018-02-19 15:48:00,5,2018-02-19 15:30:00,4980113419972879
desktop,2017-10-04 12:20:00,9,2017-10-04 12:14:00,9984938034900336
desktop,2017-09-14 13:04:00,3,2017-09-14 13:00:00,7466867665297127
touch,2017-09-14 08:49:00,3,2017-09-14 08:43:00,10276166353968998
desktop,2018-05-10 23:21:00,5,2018-05-10 23:12:00,3484523930153808
desktop,2018-05-23 16:06:00,3,2018-05-23 15:52:00,15545601413161054
desktop,2018-02-12 21:10:00,4,2018-02-12 20:53:00,15867997816209940
desktop,2017-11-28 15:27:00,4,2017-11-28 15:27:00,10680995623527502
desktop,2017-10-09 10:34:00,2,2017-10-09 10:13:00,12780042542370480
desktop,2018-01-22 16:49:00,5,2018-01-22 16:47:00,16795025757253322
touch,2018-03-14 16:21:00,1,2018-03-14 16:09:00,17225290369938324
desktop,2017-12-09 16:40:00,4,2017-12-09 16:37:00,8480038283015393
desktop,2017-11-17 14:20:00,4,2017-11-17 14:13:00,16903079674420104
desktop,2017-07-25 14:51:00,5,2017-07-25 14:29:00,13911328034968772
desktop,2017-09-30 15:13:00,2,2017-09-30 15:08:00,17332238469668014
desktop,2018-03-18 22:37:00,4,2018-03-18 22:37:00,4703699826378733
desktop,2017-09-08 02:47:00,3,2017-09-08 02:45:00,5800849210832745
touch,2018-01-13 11:04:00,4,2018-01-13 10:48:00,1928149942973538
desktop,2017-11-19 20:13:00,5,2017-11-19 19:25:00,14778940653633236
desktop,2017-11-08 12:35:00,3,2017-11-08 12:35:00,18373222257610436
desktop,2017-11-04 16:49:00,3,2017-11-04 16:48:00,7686789457610076
touch,2018-04-23 19:30:00,4,2018-04-23 19:29:00,1477348995357705
touch,2017-12-19 08:59:00,3,2017-12-19 08:57:00,11614201700610314
desktop,2017-10-13 16:11:00,2,2017-10-13 15:38:00,13748697097791878
touch,2018-02-01 11:50:00,4,2018-02-01 11:49:00,15430104107387560
touch,2018-03-11 10:23:00,4,2018-03-11 10:13:00,14220094985029038
desktop,2018-04-20 14:05:00,10,2018-04-20 14:02:00,5558259937538113
desktop,2018-01-23 14:22:00,4,2018-01-23 14:12:00,4399829026411174
desktop,2018-05-03 15:57:00,4,2018-05-03 15:44:00,2102256879914338
touch,2017-08-09 18:06:00,2,2017-08-09 18:06:00,8327927900090441
desktop,2017-12-03 09:56:00,3,2017-12-03 09:55:00,11835242720939508
touch,2017-07-17 13:41:00,1,2017-07-17 13:37:00,7096453206626884
desktop,2018-05-07 16:03:00,3,2018-05-07 16:03:00,10687251895721030
desktop,2018-01-01 12:20:00,5,2018-01-01 11:56:00,8293192064790277
desktop,2017-11-16 13:19:00,4,2017-11-16 13:08:00,2310767796509354
desktop,2018-05-28 23:24:00,4,2018-05-28 23:24:00,13778230787345026
desktop,2017-06-22 16:45:00,3,2017-06-22 16:45:00,6609451731791992
desktop,2017-11-02 14:28:00,9,2017-11-02 13:53:00,11363539508217700
desktop,2017-11-14 13:07:00,3,2017-11-14 12:55:00,13779024124920680
desktop,2018-03-06 18:02:00,5,2018-03-06 18:01:00,451513753920788
desktop,2017-11-03 15:36:00,3,2017-11-03 15:35:00,407401238565952
desktop,2018-02-19 15:57:00,3,2018-02-19 15:53:00,6872480645903030
desktop,2017-06-01 08:33:00,4,2017-06-01 08:22:00,12580826049914770
touch,2018-05-05 12:10:00,4,2018-05-05 12:04:00,10802872292839920
desktop,2017-11-25 15:20:00,3,2017-11-25 15:16:00,13426891450732808
desktop,2018-04-23 11:09:00,4,2018-04-23 11:03:00,14563725536628098
desktop,2017-09-30 18:57:00,4,2017-09-30 18:50:00,715744229012190
touch,2018-02-10 18:05:00,4,2018-02-10 17:58:00,2644620887353188
desktop,2018-05-19 16:14:00,3,2018-05-19 15:45:00,10910465430076954
desktop,2018-03-16 17:56:00,9,2018-03-16 17:55:00,17879428867753060
desktop,2017-11-14 12:39:00,5,2017-11-14 12:18:00,4192710845962051
desktop,2017-12-16 20:54:00,4,2017-12-16 20:53:00,12927163399371732
desktop,2018-05-25 16:29:00,2,2018-05-25 16:12:00,18304126534065216
touch,2018-05-18 12:49:00,4,2018-05-18 12:49:00,1852691472889980
desktop,2017-09-18 01:31:00,10,2017-09-18 01:30:00,233175002580971
desktop,2017-11-12 19:43:00,5,2017-11-12 19:40:00,16874160149075644
desktop,2018-01-16 12:32:00,1,2018-01-16 12:28:00,15328932228064980
desktop,2018-03-24 18:31:00,1,2018-03-24 17:51:00,6734596813022685
touch,2018-01-10 22:58:00,4,2018-01-10 22:57:00,4219643289904586
desktop,2018-05-21 17:38:00,10,2018-05-21 17:00:00,14760343171151406
desktop,2018-03-11 12:13:00,10,2018-03-11 12:11:00,11872066989972286
touch,2018-02-07 20:57:00,4,2018-02-07 20:25:00,3216217538546334
desktop,2018-05-31 17:50:00,3,2018-05-31 17:44:00,13446604004487568
desktop,2017-08-17 22:15:00,1,2017-08-17 21:27:00,4103526784471736
desktop,2017-11-17 09:49:00,3,2017-11-17 09:40:00,15178235089630528
desktop,2017-10-03 11:51:00,5,2017-10-03 11:34:00,15999224012601324
desktop,2017-12-01 09:48:00,4,2017-12-01 09:35:00,6417577534553958
desktop,2018-01-18 13:54:00,1,2018-01-18 13:36:00,8169795578275955
desktop,2018-04-06 11:12:00,4,2018-04-06 11:00:00,7233566363846656
desktop,2018-02-26 19:27:00,4,2018-02-26 19:23:00,4093704270000786
desktop,2018-02-23 22:46:00,3,2018-02-23 22:31:00,8132269060137384
touch,2018-02-23 18:03:00,3,2018-02-23 17:28:00,14801319690526886
desktop,2018-02-23 22:16:00,5,2018-02-23 22:14:00,8026844971442295
desktop,2018-05-08 07:55:00,9,2018-05-08 07:53:00,6553563430349651
desktop,2017-11-26 22:51:00,5,2017-11-26 22:27:00,3659820560834685
desktop,2017-12-04 16:27:00,2,2017-12-04 16:04:00,4103526784471736
touch,2017-12-23 16:02:00,4,2017-12-23 15:58:00,12127296248880948
desktop,2017-07-06 18:03:00,5,2017-07-06 17:54:00,3635608379889771
desktop,2018-01-06 21:05:00,4,2018-01-06 20:40:00,1508478043489848
desktop,2017-09-23 17:42:00,1,2017-09-23 17:37:00,14722928371086152
touch,2018-01-11 20:21:00,3,2018-01-11 20:20:00,7439795646653060
touch,2017-10-28 00:17:00,10,2017-10-28 00:12:00,15557373327343746
desktop,2018-01-08 04:19:00,5,2018-01-08 04:16:00,13994079773757068
desktop,2018-04-07 20:17:00,1,2018-04-07 19:59:00,6308250471304195
desktop,2017-11-29 12:28:00,10,2017-11-29 12:25:00,15819566997452926
touch,2017-07-10 12:46:00,5,2017-07-10 12:44:00,8150630174231677
touch,2017-10-07 22:33:00,2,2017-10-07 22:33:00,7936398482384091
desktop,2018-01-30 16:07:00,3,2018-01-30 15:02:00,3886599060080126
desktop,2017-09-15 10:59:00,3,2017-09-15 10:59:00,8939242357617882
desktop,2018-01-03 15:14:00,4,2018-01-03 15:12:00,16271798457766582
touch,2017-12-11 00:51:00,4,2017-12-11 00:51:00,14732324878522692
desktop,2017-11-16 13:10:00,4,2017-11-16 12:22:00,9106168190116490
touch,2017-10-24 22:36:00,1,2017-10-24 22:30:00,5017397954640419
desktop,2017-11-04 10:45:00,4,2017-11-04 10:44:00,1106678447341066
desktop,2018-05-03 13:34:00,5,2018-05-03 13:34:00,18273647787163228
touch,2018-04-10 17:58:00,4,2018-04-10 17:56:00,57485875069801
desktop,2017-12-30 18:55:00,5,2017-12-30 18:35:00,8161428426587651
touch,2018-01-03 19:19:00,4,2018-01-03 19:17:00,218705685708556
touch,2017-10-01 20:54:00,4,2017-10-01 20:46:00,11610281260154644
desktop,2017-10-12 23:08:00,4,2017-10-12 23:02:00,18200691493472244
desktop,2018-02-14 12:03:00,4,2018-02-14 11:28:00,10534330097262530
touch,2017-07-05 14:35:00,5,2017-07-05 14:34:00,5253571368857147
desktop,2017-09-27 17:31:00,9,2017-09-27 17:17:00,791412307089987
desktop,2018-04-24 15:50:00,3,2018-04-24 15:49:00,6171886483669961
desktop,2018-04-06 18:28:00,5,2018-04-06 18:28:00,14820687377381224
touch,2018-03-17 19:32:00,4,2018-03-17 19:24:00,13546947881669832
touch,2018-01-01 19:57:00,3,2018-01-01 19:47:00,8655181169656678
touch,2018-05-28 08:18:00,4,2018-05-28 08:14:00,5595070367456102
desktop,2018-03-10 17:57:00,4,2018-03-10 17:53:00,1890404456862198
desktop,2017-08-05 13:53:00,4,2017-08-05 13:10:00,3225041723466324
desktop,2018-05-31 15:15:00,3,2018-05-31 15:15:00,11562693637585844
touch,2017-08-05 15:07:00,3,2017-08-05 15:06:00,10201044215930970
desktop,2018-04-25 14:47:00,1,2018-04-25 14:12:00,6853820180456172
desktop,2017-11-12 13:52:00,2,2017-11-12 13:39:00,8330821149185603
touch,2017-07-19 12:46:00,2,2017-07-19 12:08:00,13084587184621628
desktop,2017-11-28 23:48:00,3,2017-11-28 23:41:00,917192834752284
touch,2018-05-30 10:27:00,4,2018-05-30 10:27:00,16881944553786644
touch,2017-10-15 16:14:00,4,2017-10-15 15:51:00,8597998974581853
touch,2018-05-29 15:26:00,4,2018-05-29 15:25:00,17636488973799668
desktop,2017-12-28 11:03:00,3,2017-12-28 10:55:00,14948376378567344
desktop,2017-11-04 23:53:00,2,2017-11-04 23:30:00,439353376133384
desktop,2017-12-29 14:31:00,2,2017-12-29 14:15:00,5997368599746712
touch,2018-03-23 09:34:00,4,2018-03-23 09:26:00,15882611572247958
desktop,2018-01-26 13:09:00,4,2018-01-26 13:09:00,1686034244381739
desktop,2017-12-25 20:21:00,4,2017-12-25 20:20:00,9390094840200138
touch,2017-10-11 16:26:00,4,2017-10-11 16:21:00,12816438661666936
desktop,2017-07-23 23:51:00,5,2017-07-23 23:47:00,12235224684045004
desktop,2018-05-31 13:33:00,3,2018-05-31 13:20:00,140219665964051
desktop,2017-08-31 17:02:00,4,2017-08-31 16:40:00,14945403423806352
touch,2017-06-20 16:50:00,5,2017-06-20 16:50:00,11785928743841882
desktop,2017-10-29 20:26:00,4,2017-10-29 20:08:00,11599983454005960
desktop,2018-05-24 17:01:00,5,2018-05-24 16:36:00,16668158867370164
touch,2017-10-18 09:54:00,4,2017-10-18 09:48:00,67645486470800
desktop,2017-09-14 17:57:00,2,2017-09-14 17:04:00,17324815563380908
touch,2017-06-25 15:03:00,5,2017-06-25 14:41:00,6744189401437418
desktop,2017-11-09 08:53:00,5,2017-11-09 08:34:00,12657324963291370
desktop,2017-12-28 10:22:00,3,2017-12-28 10:14:00,18358949723865312
desktop,2017-08-02 00:21:00,5,2017-08-02 00:16:00,15772317922032744
desktop,2017-10-12 20:04:00,5,2017-10-12 20:04:00,15477273424133992
desktop,2017-11-29 10:00:00,4,2017-11-29 09:59:00,10578216760855440
desktop,2017-12-30 00:01:00,5,2017-12-29 23:47:00,14050384130658550
touch,2018-03-06 23:19:00,4,2018-03-06 23:01:00,12947303921859462
touch,2018-04-05 21:38:00,4,2018-04-05 21:37:00,14886299866596110
desktop,2018-05-28 09:54:00,4,2018-05-28 09:50:00,31829771676291
desktop,2018-03-12 22:38:00,4,2018-03-12 22:37:00,10611903946893066
desktop,2018-04-12 11:27:00,4,2018-04-12 11:12:00,7233279909553990
touch,2018-02-04 19:22:00,1,2018-02-04 19:15:00,2639356098434906
desktop,2017-08-15 17:17:00,5,2017-08-15 17:15:00,17509515859842022
